class,fire_angle,init_veloc,alcance,alt_max,veloc,rcsmed,rcsMSD,beta
GH,61.78406683643077,374.2605478023577,7264.847890294129,4275.1251620333205,135.9583416188576,-16.067476404844182,1.136314556815984,2653.162142125322
GH,33.7974851426861,441.56713295781236,9698.217152866271,2148.104161093297,236.46216980349556,-24.307276252067844,3.1303632828592534,63869.40634471218
GH,39.8884412938463,508.8036196603203,4758.360864804429,2212.9913616394674,122.56899288021819,-19.193591281844856,2.9244090422075075,563.7522918914474
GH,41.88777308382764,417.6445989346382,8887.0531454775,3087.651406261018,229.47235024415363,-23.995826383389346,1.6815949838138344,2946.8945490402803
GH,54.004902853819665,428.6615067029048,9717.986519857372,4099.848628893922,259.26421964416625,-17.311317450329035,0.3342810178959219,7606.054488883063
GH,43.81653275601372,449.6799171947584,7391.620852238475,3170.9048969902065,149.29872532273797,-18.324354360621403,0.1738823556451301,1050.5663085462347
GH,45.96422464537543,434.77581993738295,8731.59710703632,3474.0320014963863,160.1892287206818,-14.384411490417671,0.07054274748019829,1750.5615546115746
GH,49.836509266815945,413.8235525846358,8404.754799924716,4000.2997958631863,228.14584448713373,-25.014554946885866,6.686462514961217,3116.3166353798597
GH,55.90560623535767,421.5629204794042,8679.899275603195,4336.071380259174,174.2198574522885,-24.80492843728396,11.197877375348249,2477.4658255628065
GH,25.983907356263018,501.6602002483905,10027.938418461656,1589.0488500821043,311.5604123882373,-19.154908386743315,0.16305642290519984,6557.929933655491
GH,57.880194213917164,421.65505884789115,8629.257656532614,4766.749455739009,143.42558344234845,-25.669622352978745,0.08117151536413303,2463.3439809667125
GH,27.921374570589,502.22257471422085,10500.188228094781,1828.2330864062274,296.85292752641243,-3.2272040098456727,3.351280453429427,8374.916462232064
GH,65.69445658575165,454.4308351648061,5111.520047229127,5570.583680150929,117.20454606156315,-19.397170124075775,0.12154272456803739,980.4530030840107
GH,67.895530318875,432.8017733296365,7153.555885518439,5590.339335519997,121.07796887190523,-27.025338465880772,0.7907730805919115,2214.427519483159
GH,30.18597650674849,479.13565691768997,10986.62426983712,2081.7515794875094,255.05176695829732,-21.588641121510552,1.1628193326417957,4383.116465106284
GH,32.132480741325075,482.7897651878581,11612.576096132301,2303.671857656451,261.3786213849407,-25.007254306237506,3.3114987889001952,8223.358592105074
GH,69.83349088283339,441.6221790556109,6284.609376955929,5459.631253435978,118.79507669021567,-25.67512928908758,0.7319298025840695,1471.0369084913866
GH,63.98110566630792,409.43748977809526,8331.742120928531,5344.5139710547555,200.6876411135516,-20.5201038122273,3.6934037036899703,3953.530425051927
GH,37.95218666248226,506.79863007356386,11193.415369246059,2922.3939016647223,285.1316478978597,-23.636072497117567,0.005780827992222015,5933.897067447736
GH,62.069270828081514,402.8947744229696,9556.014574266379,5147.2100570828725,231.307737420795,-24.30472847093403,5.536489057394007,5808.496279374249
GH,45.92331829445513,498.85484613761554,11553.87610843369,3889.6281781144726,287.7910177815154,-25.163501412627333,3.2670698402091816,7451.071917792683
GH,47.914290133650496,500.13581075037416,11270.693002527652,4097.414082340193,260.74662317965453,-24.86430905550561,4.169700134361044,5329.182256250713
GH,53.83838495408214,501.1105511904085,10265.736627868358,4631.22395222589,232.37267550723973,-25.498417164972295,0.9168551685279063,4035.6170914669674
GH,40.55402399511253,453.04457559136324,12210.708522787596,3278.9325273075515,247.77325954862033,-22.39348553647422,6.808171440225298,4211.8505275702755
GH,65.76510401157157,569.1642096264413,4849.499235425639,3677.1736003643655,151.78914775385044,-24.218905403730634,12.276261104083435,636.1200995822386
GH,61.66782682224189,535.2782493426848,7196.722634640244,4824.876262172475,187.91134992757367,-26.66057724142572,6.426841212228759,1698.0384771909066
GH,52.026707986725164,476.8411467685831,11122.163769965025,4823.543637710104,186.3315227435809,-14.77165005749247,0.8549383518641083,2883.8122163526214
GH,28.278614815944227,540.1209762137181,12469.483231503056,2185.4609256442595,262.44294241970215,-30.45062178898658,3.6933528274564686,5794.281345961721
GH,60.09871659492171,467.77762308692263,9623.12476140097,5965.392050169602,212.28991803233998,-21.088812083158228,4.003505231874506,3530.1876976695858
GH,63.90997806629653,488.80848512671923,8095.500589416162,6388.610210326488,150.6398374376007,-15.019674193239808,1.6977481170334539,1779.9841346050239
GH,39.894671088150616,576.7665782036605,11431.423567697599,3418.4294822075535,338.4779558569885,-31.2263751223148,1.5042907994513186,3487.5419854182474
GH,34.11528955471583,547.5450358537464,13037.194605134706,3015.8528452874657,248.69496887764242,-28.11467661002498,0.24970398691101536,6234.782127091484
GH,70.12453787875388,456.8247595008025,8650.99713960666,6914.553169531512,171.39487688337297,-27.219438363539986,4.8912025231191265,5020.894752534612
GH,47.20646526656894,580.633706481223,9915.950301594125,3691.8155991185804,239.84694087854027,-16.026230830124163,3.3362383503920334,1922.620862989532
GH,38.267906888152616,538.851627931406,10736.801396122228,3606.9652596277247,221.53249731907985,-23.194226256915734,1.1956208350291782,2425.0953878306264
GH,68.12909772581042,454.7968260960873,9378.83889095816,6719.906437932061,169.80696546159726,-23.645999776354223,6.97200783882667,7852.628487251373
GH,43.80977063082197,649.837278792846,5810.585287517488,4408.741566526248,109.03820411702822,-19.279138680082248,0.5725445918121714,505.5824140386219
GH,52.15670629372289,558.1810709289769,13376.241318911978,5597.418929105273,339.3033738300868,-13.169460537057546,9.971372486552974,6552.658274766283
GH,42.45643725734451,525.0022208982958,13065.269021989867,4170.700858054051,229.60351362133207,-30.09958035449379,3.647987388798562,3244.046754432681
GH,59.98142906654472,579.5541820335616,11002.452243537395,6346.704067343411,341.7939547032595,-16.002560020251522,1.8121274151567288,11408.084945442271
GH,34.00953031160076,634.4614016149989,14605.963088887178,3395.1945022336254,365.07148496521944,-14.691716206178961,0.6591659732713406,6908.879091842683
GH,43.79152246593986,647.4121864793889,13543.58806934723,4736.973104623641,350.1797599239952,-24.991202918524305,2.0031899481865416,3993.8459273427325
GH,56.19311557094374,522.885523714582,13329.760995384957,6299.439419919385,186.35877742318263,-28.87055161891913,0.748933124382738,6317.230013976169
GH,69.42346780051484,726.9968073455321,4474.125288093825,4282.113778289919,173.82778387001693,-26.890342750225784,0.8718477472145061,608.5519189121778
GH,38.04018569636776,628.2980155661523,15520.615788131801,4131.496229828425,257.25395775650975,-29.287865221157496,3.463571787908986,6181.6056615687885
GH,27.664480356592478,751.5589112948876,5571.418448715295,3067.7739922676287,144.5623369153773,-23.8464083613838,1.150072086786512,1331.9563601463915
GH,51.73214096125373,654.8885855223668,11191.07163179888,5781.603138953793,185.08992274173053,-14.372957872790604,0.9760033926542118,1699.4052457442426
GH,61.82435435025975,604.5634777605221,7077.2582812320015,8859.000101420823,375.5798182580717,-29.008871826149466,3.615643098479133,3055.27485199275
GH,41.85949610637882,706.8183485413348,13089.647013298254,5538.811867058928,251.93558641699724,-17.281310095148758,5.551547301557894,2979.5761116750004
GH,26.0104716246665,830.1633318238574,18738.784028272075,3277.0688475683587,453.08270451941434,-16.08654887050408,0.8936542663917137,7389.966692019323
GH,36.11919558198861,829.5885042432632,20393.41907782217,5381.089239671119,452.53596960132023,-27.030138030672095,5.309962625607518,5797.403683206767
GH,64.21829183249197,571.6837442573018,10837.03907803091,8563.118377657653,241.9341974184937,-28.072801295268153,3.439950081376562,3223.935684100081
GH,60.329302299858384,564.5218680839772,14840.274784237932,7914.8961196131,291.1205202663943,-19.887019327068607,3.4345003525416615,6808.353382279359
GH,41.98372894128427,817.8019003311523,22904.49215068995,7066.773982090052,469.25082380266224,-18.050030310295483,2.7685547310179395,8321.106465061184
GH,47.920512146615145,775.8326016131473,16792.557960552618,7624.630309098766,217.71488440676225,-23.2860322887875,4.5492185760850745,2975.30432653603
GH,33.882966894611265,839.3162311958035,17323.74957121308,5157.760931266814,295.4123881592505,-24.860609714275363,2.9615782456031603,4272.780021684985
GH,68.0977805325089,656.146505050166,12962.50743698756,10413.802788522044,207.11664036219747,-23.252118128734132,6.97190016954368,5411.802979851594
GH,31.848010625644662,980.3214802717456,23901.635859331338,5647.585335230762,526.1234042296965,-22.366187901956486,15.287153900751564,5973.440918439575
GH,37.895267200874244,963.8397914194915,25251.36462307999,7154.924251332094,526.0919585019076,-17.037074901097405,4.624169967367749,9082.453541958781
GH,27.951437356608462,377.4682817159076,7423.4348342062085,1181.8408981288344,259.70167130887853,-19.879264519405325,1.1104240311512115,5331.063884405163
GH,26.088696879530474,361.319114823369,7913.734095795762,1105.9984167415737,260.7530420706397,-26.71563895234474,3.8023744417804295,9552.275944947285
GH,29.679840144398355,378.0523796285597,7144.4746638302995,1389.1392663499444,216.09580142031126,-16.958646087828118,0.4289602894424185,2179.9018426380853
GH,31.928412397775013,366.7665657232198,8501.424729804903,1598.0092820494851,232.91620641116782,-28.373698690237564,2.957511289901902,5597.772870514598
GH,33.44771354126127,378.7507227501465,8611.271120345655,1763.5853745646714,232.4515030710487,-10.191287141916598,8.145578984575149,5361.684305822033
GH,35.05350196729988,370.4286292096781,8276.473252190292,1714.4891301487385,245.00180128387134,-17.568105430094594,1.8841880816435008,6105.329249901628
GH,39.42339354498754,421.0340530538513,3704.5178862368084,1965.612917769704,103.19452368620176,-18.729712778787945,0.9077679809483072,578.5871310850561
GH,45.30161842458432,391.925874296607,6233.3684606007,2555.621065175087,180.58367707077878,-25.737473511881255,2.279857213545089,1266.4869526995008
GH,46.491327790662844,469.0758410126971,3074.7252992067324,2647.2606246664136,103.60301859517439,-9.277365433862972,0.6161793915844651,288.19657345535325
GH,43.79460931255359,363.27214656839396,7080.104984057527,2743.9064539360706,262.7025401659101,-21.835957399308562,4.130779174805859,3649.682250281242
GH,41.80663530602512,373.1522034798591,8736.626690597792,2480.977967962693,190.96145886407425,-22.940589927705652,5.262204697703549,2670.7273185280637
GH,49.531291758667265,389.60555136314434,5804.06496092952,3078.04346953224,159.73141803264377,-23.144530613487667,4.454252127970889,1730.3864607500882
GH,51.90081602313848,373.9440569609361,7721.340411522188,2962.175007143986,214.87587629241406,-17.770848393843096,0.8376402010936701,5784.7447598704175
GH,55.697724176577985,373.299485563082,6332.948762767496,3827.7924470742482,198.51971309484188,-29.096915553225404,3.3822893636332054,2399.813045049626
GH,53.66748951443649,398.2797648954678,6178.20668959401,3618.051449825301,127.30581304182516,-14.162767265568466,0.196771526700374,1029.4286915076227
GH,25.865398196990036,447.3361991506229,7415.35016823446,1261.1843269502263,253.09495104738,-22.390443115479123,3.11204017674077,1912.0496829381418
GH,29.381985264430703,572.4717632232494,3587.720868234799,1414.202744573002,113.08472235790857,-3.635133147214037,1.5106411539826454,236.01031683538912
GH,65.44158222346474,386.2806049701395,5080.414334091662,4630.155846328515,170.54397268645647,-29.033113725762348,0.3554994885421223,1559.1686014965594
GH,59.66893683279648,383.5684295693267,7143.243569848866,4086.990764630434,122.64431112878786,-17.57819896142764,0.8882847853197191,2277.2885180342228
GH,63.66591015138422,396.61137476618745,5525.393064985573,4499.319897918587,116.39516204287115,-25.273661557167095,2.224831029392071,1111.8221705571386
GH,31.602947978111438,437.63753426591563,6968.505242620581,1819.044576808752,236.3902451592675,-22.20149707927188,3.0489728012711694,1896.0446430010736
GH,57.887184691656614,366.5065194365352,8266.888493413066,3933.7236923525074,207.24258445860636,-25.46169209734422,7.635847089446447,3322.5083633370778
GH,61.69551006185704,376.1776153572317,6926.392776113274,4296.075345841878,147.69512701238497,-15.426870422269179,1.789420740553119,2279.006184857788
GH,67.6768856751487,383.1706339102053,5696.623158652436,4773.871562744551,116.2159156591969,-16.512959407060443,2.302204002334623,1755.837600041113
GH,35.853232690731545,445.9874566781367,7887.726603141694,1954.043804771786,230.0219453584097,-19.001498722705158,1.3584800054546378,1901.0586274565603
GH,34.10082881281876,414.5560758214235,10282.653997067548,2126.89393830914,241.2987698394503,-23.408301197704283,3.581117688642088,6186.419293589718
GH,39.960654830849435,423.2578704688198,10280.649805109388,2643.291862434639,283.72274226067435,-21.413570168533422,3.0976148272419977,9039.180330712663
GH,41.55634411506773,439.5380897388955,8789.26212033083,2587.6273434733293,233.63118751057561,-21.938384651170292,4.130325348652644,2781.4184767492698
GH,69.77018091621295,362.76991617026613,6294.591748399395,4848.4414552600265,214.53787445921336,-22.216315862849182,7.171674573859779,4591.787753990484
GH,43.75733998003257,451.12060069307853,7422.678412789614,3310.755921893578,145.95561210412563,-18.33519588303377,0.17233276899487393,1172.6856332049754
GH,50.02796822999087,416.60807736273404,10219.394234800962,3857.563459221044,190.89700575272818,-26.141290256201927,7.065325301501435,3358.873737462616
GH,53.89002002687267,426.67188129404525,10009.489936591373,4221.291847192447,193.21625086210798,-17.674510085330162,0.8145715824526718,5716.487376721593
GH,45.87776632575062,426.0476545487613,9085.073799040167,3461.613188707113,206.43755699677973,-17.659926332391088,1.1047295520004887,1792.5538113068183
GH,52.042818996885245,417.05429102990524,10240.2491713574,4076.466546556103,183.69109787654858,-22.013560566884387,1.3227271787635786,3357.2824701108366
GH,48.34285037952212,399.7865202807702,11430.392679995688,3660.271249097455,213.00322270048082,-19.535471942998864,7.372858402730273,13450.487547995506
GH,55.9889009394511,423.3255008264898,9409.114663948025,4275.476666464137,173.322218082294,-21.454487036033868,4.632519449745814,3228.081264403011
GH,63.70159596558607,473.6200626576138,5472.76108498972,3682.8757138407464,169.15793785448804,-19.000602333519044,1.4356938785368456,975.4548138983962
GH,65.75403452207277,510.12494081179597,3086.497469629897,4206.780622413307,88.18138707600853,-25.253725552412796,7.8259679472131864,586.7001414344861
GH,58.013946755907114,408.17004331438625,10040.101522443209,4752.238892674911,192.65996100361974,-22.33008972330328,6.196838859571567,6332.650839062975
GH,59.686318911360054,499.6410696178876,5092.86529307827,5035.2960892018355,98.43637621306738,-24.34090590977481,1.2887766439766075,569.3803274150976
GH,26.223349272303214,491.64294275591703,10231.973090268204,1674.8284731865017,271.36299828450103,-18.953951105571626,0.12924029374383394,6181.199424964159
GH,28.04455191932541,500.0616995921984,10545.843817282099,1840.3347160257995,308.6495810533866,-3.117213631366609,2.527450305148864,8524.442700948677
GH,61.98692753910851,410.86801734810984,9151.865781967907,5165.170568560106,161.18990461127925,-21.01060069231547,5.494274792098601,4219.382034025133
GH,30.095304109847184,481.0402489893904,11003.233576994122,2084.3897782115882,255.98302896389922,-21.772350023756267,2.315366787559899,4518.111516820154
GH,67.94491963022433,435.08352713676226,6003.65398246979,5559.057552146585,104.32567044974212,-26.865377135455923,1.183415731304457,1797.557879542201
GH,39.63899498277484,505.1144470437128,10044.958403707635,2870.5521213053735,242.6128186024111,-21.787373068362434,5.560950593109048,3084.6954394802883
GH,45.88089202604653,503.44521949057065,11342.309654948162,3839.8041156810573,312.1755876381849,-25.533720996504183,0.6409706841107763,6380.711368809973
GH,47.975401521670264,508.6917117509562,10947.705079744579,4038.197110487116,300.0086282073025,-25.359500124977558,0.6046383486658833,5122.549164460242
GH,51.92537672229232,488.50739162047404,10568.275411084682,4571.253759571984,190.40132880025863,-17.901599621740083,2.6434279629661113,2538.1077352862103
GH,55.873277147916276,511.3485632469428,9497.361028263871,4954.33335916927,200.11962584727772,-24.09577047860879,0.21648911080480104,2353.8549311890315
GH,53.998153219414135,489.6601452716048,10066.996027624906,4933.243204384075,176.66673098857643,-15.055753849681759,1.9782783439121339,2247.7369726567094
GH,69.71096183156864,418.3618103182432,7045.5857262461805,5863.7218567425025,217.62047268347206,-9.212330288809017,0.4895129029908549,3327.6327739374547
GH,65.71922279697749,517.0231110518753,7167.891013983781,5773.030345402266,144.5913409357826,-18.69565328187123,1.217484225383128,1092.1261739260929
GH,28.03792032698084,562.7435079226468,11403.59501482024,2220.8098186678144,250.6570464025044,-25.423290765389318,0.8777426940169732,3282.3564929760287
GH,35.97390219501476,568.0575714572026,13053.333051179203,3216.642908965411,319.0747342969053,-25.871247230285597,0.09259890827292239,6624.1807331762375
GH,61.95386670906513,475.18028284077195,9320.660536375059,6170.8445210543105,221.76195486887704,-20.61990654603934,3.701476883580458,3173.3303816563925
GH,64.05419103008755,468.860347562763,8414.03274083563,6409.310429758907,235.5874824468179,-17.2371823898276,4.122330629004727,2151.437033835706
GH,38.182006839310844,554.996384212061,11879.509744249835,3602.0297637258695,212.00833243576417,-26.408344852630034,0.38645670819375866,2610.120376695051
GH,39.989723876929254,576.5758191521383,11985.367139818269,3560.4884515912095,294.8428192148885,-30.191974292741598,3.1321072593707555,4018.4079684235803
GH,70.09721946079009,465.52974292549015,8474.143338219728,6884.52133346398,114.16503691277637,-25.329829065285956,7.098977939992881,5393.27482124161
GH,42.0709627457582,557.412158700838,11951.406346289636,4095.781246363292,213.42134594620276,-27.484984404231103,2.788868209845834,2444.240942022404
GH,68.1571086229632,451.7402322038167,9369.87666930411,6726.029566547789,226.49736343466031,-24.902571366764704,8.558024904985594,5656.737136576117
GH,46.01757419002465,549.605165365517,13886.063023871946,4674.522670565987,236.3680163209344,-20.253204024049722,1.577469558243159,6671.255084756687
GH,27.929308463315273,638.5081100771446,13540.219437575328,2528.965951181785,320.9720251882185,-19.2222181411741,0.0949791477794868,5749.113710327694
GH,44.0196157808949,568.5354537728238,5601.684171939876,4500.179535131396,68.04452343920353,-10.694622209268216,2.983933703198387,360.53795810613633
GH,48.22555768677946,530.021877008066,13413.60897610179,5214.899985252939,228.63955390260045,-29.297806242898655,5.8709331368961735,3810.8997035322636
GH,61.67499039840607,577.4777096155154,7645.153660197166,7043.657651342198,187.54581882844238,-20.407851934072315,0.6499998413203301,1721.722079586165
GH,27.737327501046522,722.224135252454,12930.541721353915,2988.231455806921,225.8362473274738,-20.46030328511676,4.11627186645536,2067.096773896344
GH,41.91035056786055,707.9450854620482,16301.055166039749,5211.023516233049,292.1295803203476,-16.370403218568583,2.403627957596621,4072.152552628687
GH,61.85462202067107,639.1873964496444,10819.786806734404,7491.822505749765,160.94588733061036,-26.617389642137358,5.6831377963320655,2113.5546125122364
GH,39.92953298613469,703.230981726123,16891.67548758063,5132.045146361781,257.39415044484804,-17.316064971459628,1.069606489735797,4619.728762531888
GH,64.09768716119434,594.9999302626036,13114.466262443993,8497.023195473384,160.4908755056307,-24.50451066378593,3.02258959920243,5088.2042578068385
GH,57.61503545204519,732.2804941856573,11288.10343259514,6914.059768806544,193.49663379104325,-24.824190873067465,4.4928289527728325,1850.5623886087908
GH,41.97186262922934,762.3172087817801,20059.80426987857,6245.1914779293875,419.39519947697505,-16.07898955746852,3.37005552010144,7181.370116535241
GH,65.70758883187463,814.2984655228756,4031.171418503651,9198.544948734921,116.51801277946828,-25.399061135103793,9.079515112570594,389.40828898383575
GH,66.38354434480371,562.9365192301096,12015.360589985352,8793.112026532011,315.2326693221375,-24.218679912392474,3.3669200813819877,3019.2928274053506
GH,61.91761301128106,770.9429169662067,17266.068328790945,10560.765077179321,405.3790790057069,-20.977655230284533,7.4215440981172485,6495.648987881281
GH,37.924790441109884,840.5280358328205,20175.776725326934,5808.095241030346,315.6907229066351,-23.988728278515037,3.645262873587196,4820.18109364634
GH,65.39922326774541,746.4406032287288,18772.129045146532,11713.351512895366,343.4187362444526,-18.489294833572586,0.45331159609337845,4360.72402386423
GH,57.822209561192054,904.566075666024,13846.85510894945,9390.146139050752,398.6531855415679,-26.76232754254236,2.431286757486653,15587.157153992492
GH,63.824304075347705,964.8724414486885,12128.612551651715,8159.698724025085,251.62500583244412,-20.23834052748438,3.043947728987199,1064.024030349542
GH,41.96588190843997,963.4280210873658,27244.17954151629,8550.905964886346,569.9069299259295,-25.134492067205905,2.67331489989758,7579.806811515834
GH,26.08957144077725,360.5276343412281,7964.701515666694,1112.671865324319,258.9412372773704,-27.483274618339,1.27772907535363,11090.060222948865
GH,27.754187055792134,373.902860755243,6673.266549515873,1303.683983531351,221.06187953930026,-22.302131321502095,0.743380355479367,2222.6991210789006
GH,29.733224441095942,375.8474660874806,7232.128757410069,1442.3995078059984,215.32052474613877,-16.84229669755016,0.0658958761617896,1952.186781055647
GH,31.80975411348146,370.2449701639028,8319.496219538,1584.9651929030424,232.64427461106325,-27.796955438033372,6.458666180171104,4762.3111207377915
GH,35.652198709482676,367.74470949921937,8654.405776801113,1824.6802779677155,235.7993399277659,-16.307841160907387,1.8727496914380843,6981.601611539645
GH,45.275565282066815,410.41389653569,4653.076503567438,2208.1001188497826,135.02299716333172,-22.06594126890335,5.438851155209697,727.1165514136129
GH,46.56387536555676,422.26289741456276,2535.5559205691134,2849.5092637906996,131.1099214962116,-9.15358391935399,0.19695575438096036,385.7549831226379
GH,43.677443075602994,368.0681557248476,5583.192067717612,2883.4850379449,276.67343346824,-27.28329902479586,7.0776368086492525,2843.4579130012717
GH,39.563984331598085,380.38456300207065,7495.653328223547,2358.3763962202634,174.61401026954798,-19.431712190421553,0.04602446942987015,1487.0210555126641
GH,50.27364017934622,357.9364164001545,9563.796315804828,3214.44676254793,252.85484306719863,-21.654887986128777,9.145254599220074,12908.35910066445
GH,41.81122578234114,371.75623672977684,8418.16486467471,2482.1242352594068,205.33714220463958,-14.616094399538088,1.9620175072259745,2519.4482037436846
GH,54.21140007387417,416.94074987699304,4025.1958590773593,2771.759303937503,95.08190638031967,-18.0586903711499,1.0820889556112476,505.9290623123753
GH,25.85259981638364,441.26848082025066,7829.322106699228,1300.8481664051903,258.3902265003771,-21.823664350494134,2.844853094069226,2889.3955929197245
GH,51.53116428146897,383.2875288499761,7238.409022509211,3448.795072104573,186.0243131866393,-16.277432647835106,3.8882168579440144,1449.5211216817909
GH,57.72743816133627,378.8775642550516,7394.686274790256,3947.1953631655506,139.13466485400576,-23.282045202326643,4.838135324755125,2089.3916732479183
GH,33.95319613031018,437.3076068599761,9403.577490017547,2036.874521914036,270.47124478292045,-14.692794068108231,0.699115844247828,5096.6192667218875
GH,69.5029126205439,393.601713046955,3889.2093741465296,4722.564054743296,141.20564279723283,-21.59832462578504,7.1612131266247445,1052.1288818050264
GH,55.902214439258984,361.50077771998997,8646.242570817245,3781.779503360619,231.80959250072638,-26.027462542795707,8.79925557114273,4688.9866368551575
GH,61.75057112964528,381.5275246131881,6828.617882171396,4069.5820775946945,128.75157557471624,-22.704534923394124,7.54314557226715,2254.0820111591083
GH,32.16339341688522,415.0314813891331,8939.51716061795,1963.6880184692677,244.37621682813133,-20.980660587278873,2.4108480413867603,3106.9345565558338
GH,65.48436929828708,372.34477774025476,6485.505068910423,4582.418166766429,179.1449957594934,-20.736206408625915,7.074320592925275,2772.2917775850556
GH,36.33580709113001,407.4755815754416,10342.284440838483,2341.5957893407835,233.12408552975722,-18.230297025469415,1.794966331458749,3784.435786354301
GH,63.74538543631377,380.2518556316257,6525.361114981406,4457.008793050738,187.2176874229259,-17.80286832723583,10.004102139827591,1684.8842465951448
GH,67.81188379262068,374.12861702631625,6221.277333473571,4712.060312258953,180.21174606571344,-25.131131885884106,9.070705930897187,2357.6233806331766
GH,39.57738840739665,493.46409506955405,6048.88944536749,2269.6432426412102,159.38826023934416,-18.825009217963583,2.8989407365407907,658.0534724658568
GH,41.58641011748899,451.16523080201256,7966.425606505198,2471.081803936361,244.0667919239897,-19.429490625462016,8.471522984049882,2240.147971239981
GH,55.475944011584836,437.49902851541174,5926.925288082185,3789.412416954922,193.01365808002583,-17.32907634759828,8.310052174737997,1551.4111139963939
GH,43.89737043114728,466.3844198162323,6282.039833065757,3109.0441074352834,131.07062395228863,-18.233129514859765,0.27257175222333885,884.5527767280327
GH,26.00772772902358,513.9586835511249,9101.954070442,1541.4318972058852,316.3980728931387,-19.277590506027984,0.37500200789111915,3691.1417277243877
GH,49.99668330921556,409.93569508422706,9299.296622717622,4014.7608876370805,227.7927905883436,-26.386896320458042,10.347500803243651,3564.374693330956
GH,45.90160228161631,433.06236811046836,8633.884434631616,3463.0790708650866,183.5974400277234,-15.840463269580203,2.602769281692611,1748.0404144152378
GH,65.42549209948363,458.7646652895514,4657.709869811923,5491.894948280542,154.53152536867643,-18.965836748016482,1.217497609627209,835.483170653864
GH,27.98036783016773,497.5590646402958,10623.52476608231,1835.2840237219084,302.25157642917077,-3.0596486866899957,2.418407776980701,7424.79157175034
GH,67.83588545268464,439.2916318641265,7703.376766386663,4958.211606534223,160.387589113429,-25.89106595622921,0.9174583801496503,2259.0705775725783
GH,57.92769099863254,412.9047533105857,6967.125358994397,4866.825890125697,287.27980846024894,-18.688077309284694,1.168257641072202,2925.2857942235687
GH,61.77567596831236,426.9224755902369,7952.550803924605,4897.662704679302,140.28371372751323,-21.16633587899564,3.434509407507946,2316.5700829867087
GH,35.400056697520064,518.7553250379373,7527.830708230054,2227.153797671418,242.67763212504957,-20.76456517342947,5.770430620237718,1587.0960837104165
GH,69.86662190373399,434.7570323736887,6694.95411474586,5561.061142378157,127.22768828775973,-25.894813051673623,0.9175156375837439,3595.8539902130533
